year,level,geoid,name,county,race,measure,estimate
2005,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,10862
2005,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,13411
2005,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-13180
2005,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3216
2005,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,5625
2005,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,1790
2006,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,10504
2006,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,16544
2006,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-16450
2006,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3249
2006,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,5147
2006,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,2014
2007,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,9810
2007,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,16461
2007,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-16454
2007,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3150
2007,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,4719
2007,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,1934
2008,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,18309
2008,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,17448
2008,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-10191
2008,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3832
2008,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,5057
2008,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,2163
2009,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,16228
2009,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,18710
2009,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-12782
2009,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3514
2009,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,4615
2009,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,2171
2010,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,12290
2010,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,13601
2010,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-19406
2010,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,-2087
2010,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,687
2010,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,19495
2011,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,-15925
2011,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,-15680
2011,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,7797
2011,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,-5094
2011,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,-1197
2011,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,-1751
2012,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,14041
2012,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,16778
2012,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-11624
2012,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3869
2012,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,4160
2012,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,858
2013,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,11348
2013,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,16754
2013,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-16034
2013,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3864
2013,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,3538
2013,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,3226
2014,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,8492
2014,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,15856
2014,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-18041
2014,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,4285
2014,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,4027
2014,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,2365
2015,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,1169
2015,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,13713
2015,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-21241
2015,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,4163
2015,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,4749
2015,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,-215
2016,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,-4652
2016,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,11220
2016,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-22669
2016,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,1468
2016,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,2008
2016,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,3321
2017,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,5908
2017,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,14188
2017,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-18401
2017,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,3146
2017,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,3534
2017,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,3441
2018,1_state,09,Connecticut,NA,total_pop,pop_change_from_prev_data_year,-12974
2018,1_state,09,Connecticut,NA,latino,pop_change_from_prev_data_year,9875
2018,1_state,09,Connecticut,NA,white,pop_change_from_prev_data_year,-27353
2018,1_state,09,Connecticut,NA,black,pop_change_from_prev_data_year,997
2018,1_state,09,Connecticut,NA,asian,pop_change_from_prev_data_year,2496
2018,1_state,09,Connecticut,NA,other_race,pop_change_from_prev_data_year,1011
2000,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,0
2000,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,0
2000,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,0
2000,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,0
2000,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,0
2000,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,0
2001,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,6496
2001,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5766
2001,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,4180
2001,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,4196
2001,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,2736
2001,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,-10382
2002,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,3837
2002,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4877
2002,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-3579
2002,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,421
2002,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1736
2002,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,382
2003,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,3442
2003,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4596
2003,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-3785
2003,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,902
2003,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1286
2003,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,443
2004,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,1130
2004,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4442
2004,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-5277
2004,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,432
2004,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1122
2004,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,411
2005,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,181
2005,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4264
2005,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-6122
2005,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,296
2005,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1304
2005,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,439
2006,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,-1399
2006,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4581
2006,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-7710
2006,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,80
2006,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1253
2006,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,397
2007,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,1244
2007,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5152
2007,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-5343
2007,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,126
2007,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,989
2007,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,320
2008,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,6326
2008,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5631
2008,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-1841
2008,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,726
2008,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1375
2008,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,435
2009,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,6597
2009,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,6227
2009,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-2617
2009,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,1309
2009,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1237
2009,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,441
2010,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,6408
2010,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4654
2010,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-6342
2010,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,-507
2010,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,290
2010,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,8313
2011,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,-5633
2011,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,-5118
2011,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,2826
2011,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,465
2011,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,-553
2011,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,-3253
2012,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,7696
2012,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5650
2012,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-981
2012,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,1193
2012,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1338
2012,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,496
2013,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,7341
2013,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5498
2013,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-1798
2013,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,796
2013,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,912
2013,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,1933
2014,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,7982
2014,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,5992
2014,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-1627
2014,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,1279
2014,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1719
2014,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,619
2015,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,5768
2015,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4673
2015,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-2825
2015,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,1205
2015,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1814
2015,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,901
2016,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,1635
2016,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,3760
2016,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-4294
2016,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,814
2016,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,292
2016,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,1063
2017,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,5710
2017,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,4899
2017,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-2694
2017,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,474
2017,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,1098
2017,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,1933
2018,2_counties,09001,Fairfield County,NA,total_pop,pop_change_from_prev_data_year,-2980
2018,2_counties,09001,Fairfield County,NA,latino,pop_change_from_prev_data_year,2274
2018,2_counties,09001,Fairfield County,NA,white,pop_change_from_prev_data_year,-6349
2018,2_counties,09001,Fairfield County,NA,black,pop_change_from_prev_data_year,481
2018,2_counties,09001,Fairfield County,NA,asian,pop_change_from_prev_data_year,954
2018,2_counties,09001,Fairfield County,NA,other_race,pop_change_from_prev_data_year,-340
2000,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,0
2000,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,0
2000,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,0
2000,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,0
2000,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,0
2000,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,0
2001,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,5390
2001,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4403
2001,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,798
2001,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,4114
2001,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,2467
2001,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,-6392
2002,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,4878
2002,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3284
2002,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-2379
2002,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1703
2002,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1844
2002,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,426
2003,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,5884
2003,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3972
2003,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-2269
2003,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1716
2003,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1964
2003,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,501
2004,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,1114
2004,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,2695
2004,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4694
2004,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1145
2004,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1581
2004,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,387
2005,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,3632
2005,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,2627
2005,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-2889
2005,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1531
2005,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1857
2005,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,506
2006,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,3217
2006,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4170
2006,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4611
2006,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1347
2006,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1721
2006,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,590
2007,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,3250
2007,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4265
2007,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4555
2007,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1185
2007,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1752
2007,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,603
2008,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,3343
2008,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4165
2008,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4379
2008,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1360
2008,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1650
2008,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,547
2009,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,3776
2009,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4694
2009,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4230
2009,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1098
2009,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1718
2009,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,496
2010,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,2347
2010,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3540
2010,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-5306
2010,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,-351
2010,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,492
2010,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,3972
2011,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,-3426
2011,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,-3800
2011,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,2960
2011,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,-1674
2011,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,-590
2011,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,-322
2012,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,2916
2012,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4172
2012,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-4451
2012,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1208
2012,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1219
2012,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,768
2013,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,2323
2013,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,4316
2013,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-5208
2013,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1055
2013,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1361
2013,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,799
2014,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,1547
2014,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3799
2014,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-5362
2014,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,869
2014,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1621
2014,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,620
2015,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,-431
2015,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3474
2015,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-6222
2015,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1161
2015,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1168
2015,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,-12
2016,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,-1244
2016,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,2611
2016,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-6452
2016,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,753
2016,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,921
2016,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,923
2017,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,1718
2017,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,3622
2017,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-5551
2017,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,1334
2017,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1897
2017,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,416
2018,2_counties,09003,Hartford County,NA,total_pop,pop_change_from_prev_data_year,-2687
2018,2_counties,09003,Hartford County,NA,latino,pop_change_from_prev_data_year,2808
2018,2_counties,09003,Hartford County,NA,white,pop_change_from_prev_data_year,-7572
2018,2_counties,09003,Hartford County,NA,black,pop_change_from_prev_data_year,-146
2018,2_counties,09003,Hartford County,NA,asian,pop_change_from_prev_data_year,1149
2018,2_counties,09003,Hartford County,NA,other_race,pop_change_from_prev_data_year,1074
2000,2_counties,09005,Litchfield County,NA,total_pop,pop_change_from_prev_data_year,0
2000,2_counties,09005,Litchfield County,NA,latino,pop_change_from_prev_data_year,0
2000,2_counties,09005,Litchfield County,NA,white,pop_change_from_prev_data_year,0
2000,2_counties,09005,Litchfield County,NA,black,pop_change_from_prev_data_year,0
2000,2_counties,09005,Litchfield County,NA,asian,pop_change_from_prev_data_year,0
2000,2_counties,09005,Litchfield County,NA,other_race,pop_change_from_prev_data_year,0
2001,2_counties,09005,Litchfield County,NA,total_pop,pop_change_from_prev_data_year,1925
2001,2_counties,09005,Litchfield County,NA,latino,pop_change_from_prev_data_year,545
