level,geoid,name,year,county,var,estimate,moe,share,sharemoe
3_towns,0900567960,Sharon,2016,Litchfield County,asian,40,32,0.015,0.012
3_towns,0900567960,Sharon,2016,Litchfield County,other_race,128,106,0.047,0.039
3_towns,0900567960,Sharon,2017,Litchfield County,total_pop,2733,22,NA,NA
3_towns,0900567960,Sharon,2017,Litchfield County,latino,25,29,0.009,0.011
3_towns,0900567960,Sharon,2017,Litchfield County,white,2520,139,0.922,0.05
3_towns,0900567960,Sharon,2017,Litchfield County,black,30,33,0.011,0.012
3_towns,0900567960,Sharon,2017,Litchfield County,asian,47,37,0.017,0.014
3_towns,0900567960,Sharon,2017,Litchfield County,other_race,111,104,0.041,0.038
3_towns,0900567960,Sharon,2018,Litchfield County,total_pop,2721,27,NA,NA
3_towns,0900567960,Sharon,2018,Litchfield County,latino,70,64,0.026,0.024
3_towns,0900567960,Sharon,2018,Litchfield County,white,2486,128,0.914,0.046
3_towns,0900567960,Sharon,2018,Litchfield County,black,29,37,0.011,0.014
3_towns,0900567960,Sharon,2018,Litchfield County,asian,45,33,0.017,0.012
3_towns,0900567960,Sharon,2018,Litchfield County,other_race,91,97,0.033,0.036
3_towns,0900575730,Thomaston,2000,NA,total_pop,7503,0,NA,NA
3_towns,0900575730,Thomaston,2000,NA,latino,109,0,0.015,NA
3_towns,0900575730,Thomaston,2000,NA,white,7268,0,0.969,NA
3_towns,0900575730,Thomaston,2000,NA,black,44,0,0.006,NA
3_towns,0900575730,Thomaston,2000,NA,asian,37,0,0.005,NA
3_towns,0900575730,Thomaston,2000,NA,other_race,45,0,0.006,NA
3_towns,0900575730,Thomaston,2010,NA,total_pop,7887,0,NA,NA
3_towns,0900575730,Thomaston,2010,NA,latino,202,0,0.026,NA
3_towns,0900575730,Thomaston,2010,NA,white,7511,0,0.952,NA
3_towns,0900575730,Thomaston,2010,NA,black,27,0,0.003,NA
3_towns,0900575730,Thomaston,2010,NA,asian,58,0,0.007,NA
3_towns,0900575730,Thomaston,2010,NA,other_race,89,0,0.011,NA
3_towns,0900575730,Thomaston,2011,Litchfield County,total_pop,7862,31,NA,NA
3_towns,0900575730,Thomaston,2011,Litchfield County,latino,110,78,0.014,0.01
3_towns,0900575730,Thomaston,2011,Litchfield County,white,7533,145,0.958,0.018
3_towns,0900575730,Thomaston,2011,Litchfield County,black,39,37,0.005,0.005
3_towns,0900575730,Thomaston,2011,Litchfield County,asian,69,92,0.009,0.012
3_towns,0900575730,Thomaston,2011,Litchfield County,other_race,111,149,0.014,0.019
3_towns,0900575730,Thomaston,2012,Litchfield County,total_pop,7865,32,NA,NA
3_towns,0900575730,Thomaston,2012,Litchfield County,latino,139,96,0.018,0.012
3_towns,0900575730,Thomaston,2012,Litchfield County,white,7519,157,0.956,0.02
3_towns,0900575730,Thomaston,2012,Litchfield County,black,35,30,0.004,0.004
3_towns,0900575730,Thomaston,2012,Litchfield County,asian,70,79,0.009,0.01
3_towns,0900575730,Thomaston,2012,Litchfield County,other_race,102,75,0.013,0.01
3_towns,0900575730,Thomaston,2013,Litchfield County,total_pop,7831,18,NA,NA
3_towns,0900575730,Thomaston,2013,Litchfield County,latino,154,104,0.02,0.013
3_towns,0900575730,Thomaston,2013,Litchfield County,white,7313,222,0.934,0.028
3_towns,0900575730,Thomaston,2013,Litchfield County,black,61,50,0.008,0.006
3_towns,0900575730,Thomaston,2013,Litchfield County,asian,58,55,0.007,0.007
3_towns,0900575730,Thomaston,2013,Litchfield County,other_race,245,161,0.031,0.021
3_towns,0900575730,Thomaston,2014,Litchfield County,total_pop,7793,22,NA,NA
3_towns,0900575730,Thomaston,2014,Litchfield County,latino,177,103,0.023,0.013
3_towns,0900575730,Thomaston,2014,Litchfield County,white,7303,209,0.937,0.027
3_towns,0900575730,Thomaston,2014,Litchfield County,black,45,39,0.006,0.005
3_towns,0900575730,Thomaston,2014,Litchfield County,asian,44,46,0.006,0.006
3_towns,0900575730,Thomaston,2014,Litchfield County,other_race,224,147,0.029,0.019
3_towns,0900575730,Thomaston,2015,Litchfield County,total_pop,7736,19,NA,NA
3_towns,0900575730,Thomaston,2015,Litchfield County,latino,260,138,0.034,0.018
3_towns,0900575730,Thomaston,2015,Litchfield County,white,7233,185,0.935,0.024
3_towns,0900575730,Thomaston,2015,Litchfield County,black,13,19,0.002,0.002
3_towns,0900575730,Thomaston,2015,Litchfield County,asian,60,53,0.008,0.007
3_towns,0900575730,Thomaston,2015,Litchfield County,other_race,170,134,0.022,0.017
3_towns,0900575730,Thomaston,2016,Litchfield County,total_pop,7699,33,NA,NA
3_towns,0900575730,Thomaston,2016,Litchfield County,latino,199,132,0.026,0.017
3_towns,0900575730,Thomaston,2016,Litchfield County,white,7373,155,0.958,0.02
3_towns,0900575730,Thomaston,2016,Litchfield County,black,2,3,0,0
3_towns,0900575730,Thomaston,2016,Litchfield County,asian,61,61,0.008,0.008
3_towns,0900575730,Thomaston,2016,Litchfield County,other_race,64,53,0.008,0.007
3_towns,0900575730,Thomaston,2017,Litchfield County,total_pop,7668,26,NA,NA
3_towns,0900575730,Thomaston,2017,Litchfield County,latino,186,123,0.024,0.016
3_towns,0900575730,Thomaston,2017,Litchfield County,white,7342,161,0.957,0.021
3_towns,0900575730,Thomaston,2017,Litchfield County,black,38,47,0.005,0.006
3_towns,0900575730,Thomaston,2017,Litchfield County,asian,56,59,0.007,0.008
3_towns,0900575730,Thomaston,2017,Litchfield County,other_race,46,49,0.006,0.006
3_towns,0900575730,Thomaston,2018,Litchfield County,total_pop,7623,19,NA,NA
3_towns,0900575730,Thomaston,2018,Litchfield County,latino,220,108,0.029,0.014
3_towns,0900575730,Thomaston,2018,Litchfield County,white,7297,147,0.957,0.019
3_towns,0900575730,Thomaston,2018,Litchfield County,black,39,44,0.005,0.006
3_towns,0900575730,Thomaston,2018,Litchfield County,asian,29,44,0.004,0.006
3_towns,0900575730,Thomaston,2018,Litchfield County,other_race,38,41,0.005,0.005
3_towns,0900576570,Torrington,2000,NA,total_pop,35202,0,NA,NA
3_towns,0900576570,Torrington,2000,NA,latino,1162,0,0.033,NA
3_towns,0900576570,Torrington,2000,NA,white,32200,0,0.915,NA
3_towns,0900576570,Torrington,2000,NA,black,694,0,0.02,NA
3_towns,0900576570,Torrington,2000,NA,asian,634,0,0.018,NA
3_towns,0900576570,Torrington,2000,NA,other_race,512,0,0.015,NA
3_towns,0900576570,Torrington,2010,NA,total_pop,36383,0,NA,NA
3_towns,0900576570,Torrington,2010,NA,latino,3193,0,0.088,NA
3_towns,0900576570,Torrington,2010,NA,white,30898,0,0.849,NA
3_towns,0900576570,Torrington,2010,NA,black,776,0,0.021,NA
3_towns,0900576570,Torrington,2010,NA,asian,777,0,0.021,NA
3_towns,0900576570,Torrington,2010,NA,other_race,739,0,0.02,NA
3_towns,0900576570,Torrington,2011,Litchfield County,total_pop,36380,32,NA,NA
3_towns,0900576570,Torrington,2011,Litchfield County,latino,2492,475,0.068,0.013
3_towns,0900576570,Torrington,2011,Litchfield County,white,31674,561,0.871,0.015
3_towns,0900576570,Torrington,2011,Litchfield County,black,555,189,0.015,0.005
3_towns,0900576570,Torrington,2011,Litchfield County,asian,921,258,0.025,0.007
3_towns,0900576570,Torrington,2011,Litchfield County,other_race,738,226,0.02,0.006
3_towns,0900576570,Torrington,2012,Litchfield County,total_pop,36239,37,NA,NA
3_towns,0900576570,Torrington,2012,Litchfield County,latino,2858,562,0.079,0.016
3_towns,0900576570,Torrington,2012,Litchfield County,white,31087,710,0.858,0.02
3_towns,0900576570,Torrington,2012,Litchfield County,black,570,228,0.016,0.006
3_towns,0900576570,Torrington,2012,Litchfield County,asian,985,279,0.027,0.008
3_towns,0900576570,Torrington,2012,Litchfield County,other_race,739,247,0.02,0.007
3_towns,0900576570,Torrington,2013,Litchfield County,total_pop,36061,38,NA,NA
3_towns,0900576570,Torrington,2013,Litchfield County,latino,3055,498,0.085,0.014
3_towns,0900576570,Torrington,2013,Litchfield County,white,30341,745,0.841,0.021
3_towns,0900576570,Torrington,2013,Litchfield County,black,541,229,0.015,0.006
3_towns,0900576570,Torrington,2013,Litchfield County,asian,1317,342,0.037,0.009
3_towns,0900576570,Torrington,2013,Litchfield County,other_race,807,252,0.022,0.007
3_towns,0900576570,Torrington,2014,Litchfield County,total_pop,35774,56,NA,NA
3_towns,0900576570,Torrington,2014,Litchfield County,latino,3062,522,0.086,0.015
3_towns,0900576570,Torrington,2014,Litchfield County,white,30311,591,0.847,0.016
3_towns,0900576570,Torrington,2014,Litchfield County,black,612,244,0.017,0.007
3_towns,0900576570,Torrington,2014,Litchfield County,asian,1184,278,0.033,0.008
3_towns,0900576570,Torrington,2014,Litchfield County,other_race,605,197,0.017,0.006
3_towns,0900576570,Torrington,2015,Litchfield County,total_pop,35493,60,NA,NA
3_towns,0900576570,Torrington,2015,Litchfield County,latino,3112,504,0.088,0.014
3_towns,0900576570,Torrington,2015,Litchfield County,white,29940,582,0.844,0.016
3_towns,0900576570,Torrington,2015,Litchfield County,black,635,221,0.018,0.006
3_towns,0900576570,Torrington,2015,Litchfield County,asian,1102,338,0.031,0.01
3_towns,0900576570,Torrington,2015,Litchfield County,other_race,704,203,0.02,0.006
3_towns,0900576570,Torrington,2016,Litchfield County,total_pop,35227,32,NA,NA
3_towns,0900576570,Torrington,2016,Litchfield County,latino,3552,468,0.101,0.013
3_towns,0900576570,Torrington,2016,Litchfield County,white,28834,674,0.819,0.019
3_towns,0900576570,Torrington,2016,Litchfield County,black,858,336,0.024,0.01
3_towns,0900576570,Torrington,2016,Litchfield County,asian,1295,348,0.037,0.01
3_towns,0900576570,Torrington,2016,Litchfield County,other_race,688,196,0.02,0.006
3_towns,0900576570,Torrington,2017,Litchfield County,total_pop,35078,27,NA,NA
3_towns,0900576570,Torrington,2017,Litchfield County,latino,3379,512,0.096,0.015
3_towns,0900576570,Torrington,2017,Litchfield County,white,28928,728,0.825,0.021
3_towns,0900576570,Torrington,2017,Litchfield County,black,879,277,0.025,0.008
3_towns,0900576570,Torrington,2017,Litchfield County,asian,1232,366,0.035,0.01
3_towns,0900576570,Torrington,2017,Litchfield County,other_race,660,196,0.019,0.006
3_towns,0900576570,Torrington,2018,Litchfield County,total_pop,34737,29,NA,NA
3_towns,0900576570,Torrington,2018,Litchfield County,latino,3948,557,0.114,0.016
3_towns,0900576570,Torrington,2018,Litchfield County,white,28320,645,0.815,0.019
3_towns,0900576570,Torrington,2018,Litchfield County,black,935,262,0.027,0.008
3_towns,0900576570,Torrington,2018,Litchfield County,asian,864,278,0.025,0.008
3_towns,0900576570,Torrington,2018,Litchfield County,other_race,670,177,0.019,0.005
3_towns,0900579510,Warren,2000,NA,total_pop,1254,0,NA,NA
3_towns,0900579510,Warren,2000,NA,latino,3,0,0.002,NA
3_towns,0900579510,Warren,2000,NA,white,1226,0,0.978,NA
3_towns,0900579510,Warren,2000,NA,black,2,0,0.002,NA
3_towns,0900579510,Warren,2000,NA,asian,10,0,0.008,NA
3_towns,0900579510,Warren,2000,NA,other_race,13,0,0.01,NA
3_towns,0900579510,Warren,2010,NA,total_pop,1461,0,NA,NA
3_towns,0900579510,Warren,2010,NA,latino,31,0,0.021,NA
3_towns,0900579510,Warren,2010,NA,white,1394,0,0.954,NA
3_towns,0900579510,Warren,2010,NA,black,8,0,0.005,NA
3_towns,0900579510,Warren,2010,NA,asian,20,0,0.014,NA
3_towns,0900579510,Warren,2010,NA,other_race,8,0,0.005,NA
3_towns,0900579510,Warren,2011,Litchfield County,total_pop,1531,139,NA,NA
3_towns,0900579510,Warren,2011,Litchfield County,latino,46,37,0.03,0.024
3_towns,0900579510,Warren,2011,Litchfield County,white,1462,145,0.955,0.038
3_towns,0900579510,Warren,2011,Litchfield County,black,0,92,0,0.06
3_towns,0900579510,Warren,2011,Litchfield County,asian,3,4,0.002,0.003
3_towns,0900579510,Warren,2011,Litchfield County,other_race,20,93,0.013,0.061
3_towns,0900579510,Warren,2012,Litchfield County,total_pop,1560,141,NA,NA
3_towns,0900579510,Warren,2012,Litchfield County,latino,60,33,0.038,0.021
3_towns,0900579510,Warren,2012,Litchfield County,white,1473,136,0.944,0.018
3_towns,0900579510,Warren,2012,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2012,Litchfield County,asian,0,12,0,0.008
3_towns,0900579510,Warren,2012,Litchfield County,other_race,27,23,0.017,0.015
3_towns,0900579510,Warren,2013,Litchfield County,total_pop,1475,124,NA,NA
3_towns,0900579510,Warren,2013,Litchfield County,latino,44,30,0.03,0.02
3_towns,0900579510,Warren,2013,Litchfield County,white,1412,129,0.957,0.034
3_towns,0900579510,Warren,2013,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2013,Litchfield County,asian,5,5,0.003,0.003
3_towns,0900579510,Warren,2013,Litchfield County,other_race,14,25,0.009,0.017
3_towns,0900579510,Warren,2014,Litchfield County,total_pop,1390,92,NA,NA
3_towns,0900579510,Warren,2014,Litchfield County,latino,43,32,0.031,0.023
3_towns,0900579510,Warren,2014,Litchfield County,white,1319,87,0.949,0.089
3_towns,0900579510,Warren,2014,Litchfield County,black,0,12,0,0.009
3_towns,0900579510,Warren,2014,Litchfield County,asian,10,9,0.007,0.006
3_towns,0900579510,Warren,2014,Litchfield County,other_race,18,25,0.013,0.018
3_towns,0900579510,Warren,2015,Litchfield County,total_pop,1464,107,NA,NA
3_towns,0900579510,Warren,2015,Litchfield County,latino,49,37,0.033,0.025
3_towns,0900579510,Warren,2015,Litchfield County,white,1376,103,0.94,0.015
3_towns,0900579510,Warren,2015,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2015,Litchfield County,asian,15,13,0.01,0.009
3_towns,0900579510,Warren,2015,Litchfield County,other_race,24,28,0.016,0.019
3_towns,0900579510,Warren,2016,Litchfield County,total_pop,1495,132,NA,NA
3_towns,0900579510,Warren,2016,Litchfield County,latino,60,39,0.04,0.026
3_towns,0900579510,Warren,2016,Litchfield County,white,1394,123,0.932,0.116
3_towns,0900579510,Warren,2016,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2016,Litchfield County,asian,14,12,0.009,0.008
3_towns,0900579510,Warren,2016,Litchfield County,other_race,27,31,0.018,0.021
3_towns,0900579510,Warren,2017,Litchfield County,total_pop,1467,108,NA,NA
3_towns,0900579510,Warren,2017,Litchfield County,latino,65,39,0.044,0.026
3_towns,0900579510,Warren,2017,Litchfield County,white,1360,104,0.927,0.019
3_towns,0900579510,Warren,2017,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2017,Litchfield County,asian,21,19,0.014,0.013
3_towns,0900579510,Warren,2017,Litchfield County,other_race,21,26,0.014,0.018
3_towns,0900579510,Warren,2018,Litchfield County,total_pop,1432,121,NA,NA
3_towns,0900579510,Warren,2018,Litchfield County,latino,46,30,0.032,0.021
3_towns,0900579510,Warren,2018,Litchfield County,white,1344,119,0.939,0.025
3_towns,0900579510,Warren,2018,Litchfield County,black,0,12,0,0.008
3_towns,0900579510,Warren,2018,Litchfield County,asian,21,19,0.015,0.013
3_towns,0900579510,Warren,2018,Litchfield County,other_race,21,27,0.015,0.019
3_towns,0900579720,Washington,2000,NA,total_pop,3596,0,NA,NA
3_towns,0900579720,Washington,2000,NA,latino,77,0,0.021,NA
3_towns,0900579720,Washington,2000,NA,white,3389,0,0.942,NA
3_towns,0900579720,Washington,2000,NA,black,21,0,0.006,NA
3_towns,0900579720,Washington,2000,NA,asian,56,0,0.016,NA
3_towns,0900579720,Washington,2000,NA,other_race,53,0,0.015,NA
3_towns,0900579720,Washington,2010,NA,total_pop,3578,0,NA,NA
3_towns,0900579720,Washington,2010,NA,latino,142,0,0.04,NA
3_towns,0900579720,Washington,2010,NA,white,3345,0,0.935,NA
3_towns,0900579720,Washington,2010,NA,black,20,0,0.006,NA
3_towns,0900579720,Washington,2010,NA,asian,26,0,0.007,NA
3_towns,0900579720,Washington,2010,NA,other_race,45,0,0.013,NA
3_towns,0900579720,Washington,2011,Litchfield County,total_pop,3586,39,NA,NA
3_towns,0900579720,Washington,2011,Litchfield County,latino,343,233,0.096,0.065
3_towns,0900579720,Washington,2011,Litchfield County,white,3114,248,0.868,0.069
3_towns,0900579720,Washington,2011,Litchfield County,black,78,94,0.022,0.026
3_towns,0900579720,Washington,2011,Litchfield County,asian,31,41,0.009,0.011
3_towns,0900579720,Washington,2011,Litchfield County,other_race,20,161,0.006,0.045
3_towns,0900579720,Washington,2012,Litchfield County,total_pop,3574,21,NA,NA
3_towns,0900579720,Washington,2012,Litchfield County,latino,290,166,0.081,0.046
3_towns,0900579720,Washington,2012,Litchfield County,white,3182,179,0.89,0.05
3_towns,0900579720,Washington,2012,Litchfield County,black,47,74,0.013,0.021
3_towns,0900579720,Washington,2012,Litchfield County,asian,33,43,0.009,0.012
3_towns,0900579720,Washington,2012,Litchfield County,other_race,22,33,0.006,0.009
3_towns,0900579720,Washington,2013,Litchfield County,total_pop,3562,22,NA,NA
3_towns,0900579720,Washington,2013,Litchfield County,latino,321,145,0.09,0.041
3_towns,0900579720,Washington,2013,Litchfield County,white,3147,160,0.883,0.045
3_towns,0900579720,Washington,2013,Litchfield County,black,34,58,0.01,0.016
3_towns,0900579720,Washington,2013,Litchfield County,asian,36,46,0.01,0.013
3_towns,0900579720,Washington,2013,Litchfield County,other_race,24,30,0.007,0.008
3_towns,0900579720,Washington,2014,Litchfield County,total_pop,3529,23,NA,NA
3_towns,0900579720,Washington,2014,Litchfield County,latino,278,135,0.079,0.038
3_towns,0900579720,Washington,2014,Litchfield County,white,3191,146,0.904,0.041
3_towns,0900579720,Washington,2014,Litchfield County,black,0,12,0,0.003
3_towns,0900579720,Washington,2014,Litchfield County,asian,40,43,0.011,0.012
3_towns,0900579720,Washington,2014,Litchfield County,other_race,20,32,0.006,0.009
3_towns,0900579720,Washington,2015,Litchfield County,total_pop,3517,21,NA,NA
3_towns,0900579720,Washington,2015,Litchfield County,latino,215,108,0.061,0.031
3_towns,0900579720,Washington,2015,Litchfield County,white,3236,123,0.92,0.035
3_towns,0900579720,Washington,2015,Litchfield County,black,4,11,0.001,0.003
3_towns,0900579720,Washington,2015,Litchfield County,asian,23,33,0.007,0.009
3_towns,0900579720,Washington,2015,Litchfield County,other_race,39,41,0.011,0.012
3_towns,0900579720,Washington,2016,Litchfield County,total_pop,3497,21,NA,NA
3_towns,0900579720,Washington,2016,Litchfield County,latino,226,157,0.065,0.045
3_towns,0900579720,Washington,2016,Litchfield County,white,3186,167,0.911,0.047
3_towns,0900579720,Washington,2016,Litchfield County,black,4,11,0.001,0.003
3_towns,0900579720,Washington,2016,Litchfield County,asian,48,61,0.014,0.017
3_towns,0900579720,Washington,2016,Litchfield County,other_race,33,44,0.009,0.013
3_towns,0900579720,Washington,2017,Litchfield County,total_pop,3489,19,NA,NA
3_towns,0900579720,Washington,2017,Litchfield County,latino,147,131,0.042,0.038
3_towns,0900579720,Washington,2017,Litchfield County,white,3186,237,0.913,0.068
3_towns,0900579720,Washington,2017,Litchfield County,black,51,107,0.015,0.031
3_towns,0900579720,Washington,2017,Litchfield County,asian,81,116,0.023,0.033
3_towns,0900579720,Washington,2017,Litchfield County,other_race,24,32,0.007,0.009
3_towns,0900579720,Washington,2018,Litchfield County,total_pop,3472,23,NA,NA
3_towns,0900579720,Washington,2018,Litchfield County,latino,141,105,0.041,0.03
3_towns,0900579720,Washington,2018,Litchfield County,white,3197,176,0.921,0.05
3_towns,0900579720,Washington,2018,Litchfield County,black,42,90,0.012,0.026
3_towns,0900579720,Washington,2018,Litchfield County,asian,70,101,0.02,0.029
3_towns,0900579720,Washington,2018,Litchfield County,other_race,22,33,0.006,0.01
3_towns,0900580490,Watertown,2000,NA,total_pop,21661,0,NA,NA
3_towns,0900580490,Watertown,2000,NA,latino,406,0,0.019,NA
3_towns,0900580490,Watertown,2000,NA,white,20628,0,0.952,NA
3_towns,0900580490,Watertown,2000,NA,black,149,0,0.007,NA
3_towns,0900580490,Watertown,2000,NA,asian,273,0,0.013,NA
3_towns,0900580490,Watertown,2000,NA,other_race,205,0,0.009,NA
3_towns,0900580490,Watertown,2010,NA,total_pop,22514,0,NA,NA
3_towns,0900580490,Watertown,2010,NA,latino,838,0,0.037,NA
3_towns,0900580490,Watertown,2010,NA,white,20707,0,0.92,NA
3_towns,0900580490,Watertown,2010,NA,black,292,0,0.013,NA
3_towns,0900580490,Watertown,2010,NA,asian,376,0,0.017,NA
3_towns,0900580490,Watertown,2010,NA,other_race,301,0,0.013,NA
3_towns,0900580490,Watertown,2011,Litchfield County,total_pop,22502,26,NA,NA
3_towns,0900580490,Watertown,2011,Litchfield County,latino,559,288,0.025,0.013
3_towns,0900580490,Watertown,2011,Litchfield County,white,20975,484,0.932,0.021
3_towns,0900580490,Watertown,2011,Litchfield County,black,223,133,0.01,0.006
3_towns,0900580490,Watertown,2011,Litchfield County,asian,329,174,0.015,0.008
3_towns,0900580490,Watertown,2011,Litchfield County,other_race,416,245,0.018,0.011
3_towns,0900580490,Watertown,2012,Litchfield County,total_pop,22449,22,NA,NA
3_towns,0900580490,Watertown,2012,Litchfield County,latino,711,332,0.032,0.015
3_towns,0900580490,Watertown,2012,Litchfield County,white,20768,477,0.925,0.021
3_towns,0900580490,Watertown,2012,Litchfield County,black,238,179,0.011,0.008
3_towns,0900580490,Watertown,2012,Litchfield County,asian,284,175,0.013,0.008
3_towns,0900580490,Watertown,2012,Litchfield County,other_race,448,223,0.02,0.01
3_towns,0900580490,Watertown,2013,Litchfield County,total_pop,22387,25,NA,NA
3_towns,0900580490,Watertown,2013,Litchfield County,latino,752,329,0.034,0.015
3_towns,0900580490,Watertown,2013,Litchfield County,white,20819,439,0.93,0.02
3_towns,0900580490,Watertown,2013,Litchfield County,black,308,225,0.014,0.01
3_towns,0900580490,Watertown,2013,Litchfield County,asian,200,147,0.009,0.007
3_towns,0900580490,Watertown,2013,Litchfield County,other_race,308,161,0.014,0.007
3_towns,0900580490,Watertown,2014,Litchfield County,total_pop,22286,33,NA,NA
3_towns,0900580490,Watertown,2014,Litchfield County,latino,1068,387,0.048,0.017
3_towns,0900580490,Watertown,2014,Litchfield County,white,20389,541,0.915,0.024
3_towns,0900580490,Watertown,2014,Litchfield County,black,333,190,0.015,0.009
3_towns,0900580490,Watertown,2014,Litchfield County,asian,235,183,0.011,0.008
3_towns,0900580490,Watertown,2014,Litchfield County,other_race,261,153,0.012,0.007
3_towns,0900580490,Watertown,2015,Litchfield County,total_pop,22161,37,NA,NA
3_towns,0900580490,Watertown,2015,Litchfield County,latino,994,370,0.045,0.017
3_towns,0900580490,Watertown,2015,Litchfield County,white,20242,488,0.913,0.022
3_towns,0900580490,Watertown,2015,Litchfield County,black,426,251,0.019,0.011
3_towns,0900580490,Watertown,2015,Litchfield County,asian,273,220,0.012,0.01
3_towns,0900580490,Watertown,2015,Litchfield County,other_race,226,145,0.01,0.007
3_towns,0900580490,Watertown,2016,Litchfield County,total_pop,22048,38,NA,NA
3_towns,0900580490,Watertown,2016,Litchfield County,latino,674,237,0.031,0.011
3_towns,0900580490,Watertown,2016,Litchfield County,white,20558,385,0.932,0.017
3_towns,0900580490,Watertown,2016,Litchfield County,black,405,202,0.018,0.009
3_towns,0900580490,Watertown,2016,Litchfield County,asian,253,199,0.011,0.009
3_towns,0900580490,Watertown,2016,Litchfield County,other_race,158,104,0.007,0.005
3_towns,0900580490,Watertown,2017,Litchfield County,total_pop,21976,36,NA,NA
3_towns,0900580490,Watertown,2017,Litchfield County,latino,858,305,0.039,0.014
3_towns,0900580490,Watertown,2017,Litchfield County,white,20235,471,0.921,0.021
3_towns,0900580490,Watertown,2017,Litchfield County,black,422,241,0.019,0.011
3_towns,0900580490,Watertown,2017,Litchfield County,asian,302,247,0.014,0.011
3_towns,0900580490,Watertown,2017,Litchfield County,other_race,159,116,0.007,0.005
3_towns,0900580490,Watertown,2018,Litchfield County,total_pop,21832,28,NA,NA
3_towns,0900580490,Watertown,2018,Litchfield County,latino,991,284,0.045,0.013
3_towns,0900580490,Watertown,2018,Litchfield County,white,19866,477,0.91,0.022
3_towns,0900580490,Watertown,2018,Litchfield County,black,428,255,0.02,0.012
3_towns,0900580490,Watertown,2018,Litchfield County,asian,374,275,0.017,0.013
3_towns,0900580490,Watertown,2018,Litchfield County,other_race,173,145,0.008,0.007
3_towns,0900586440,Winchester,2000,NA,total_pop,10664,0,NA,NA
3_towns,0900586440,Winchester,2000,NA,latino,338,0,0.032,NA
3_towns,0900586440,Winchester,2000,NA,white,9961,0,0.934,NA
3_towns,0900586440,Winchester,2000,NA,black,89,0,0.008,NA
3_towns,0900586440,Winchester,2000,NA,asian,98,0,0.009,NA
3_towns,0900586440,Winchester,2000,NA,other_race,178,0,0.017,NA
3_towns,0900586440,Winchester,2010,NA,total_pop,11242,0,NA,NA
3_towns,0900586440,Winchester,2010,NA,latino,583,0,0.052,NA
3_towns,0900586440,Winchester,2010,NA,white,10230,0,0.91,NA
3_towns,0900586440,Winchester,2010,NA,black,136,0,0.012,NA
3_towns,0900586440,Winchester,2010,NA,asian,102,0,0.009,NA
3_towns,0900586440,Winchester,2010,NA,other_race,191,0,0.017,NA
3_towns,0900586440,Winchester,2011,Litchfield County,total_pop,11216,20,NA,NA
3_towns,0900586440,Winchester,2011,Litchfield County,latino,1107,420,0.099,0.037
3_towns,0900586440,Winchester,2011,Litchfield County,white,9718,442,0.866,0.039
3_towns,0900586440,Winchester,2011,Litchfield County,black,49,48,0.004,0.004
3_towns,0900586440,Winchester,2011,Litchfield County,asian,155,177,0.014,0.016
3_towns,0900586440,Winchester,2011,Litchfield County,other_race,187,126,0.017,0.011
3_towns,0900586440,Winchester,2012,Litchfield County,total_pop,11189,21,NA,NA
3_towns,0900586440,Winchester,2012,Litchfield County,latino,1149,518,0.103,0.046
3_towns,0900586440,Winchester,2012,Litchfield County,white,9565,546,0.855,0.049
3_towns,0900586440,Winchester,2012,Litchfield County,black,20,34,0.002,0.003
3_towns,0900586440,Winchester,2012,Litchfield County,asian,327,207,0.029,0.019
3_towns,0900586440,Winchester,2012,Litchfield County,other_race,128,93,0.011,0.008
3_towns,0900586440,Winchester,2013,Litchfield County,total_pop,11150,32,NA,NA
3_towns,0900586440,Winchester,2013,Litchfield County,latino,1141,507,0.102,0.045
3_towns,0900586440,Winchester,2013,Litchfield County,white,9332,533,0.837,0.048
3_towns,0900586440,Winchester,2013,Litchfield County,black,133,120,0.012,0.011
3_towns,0900586440,Winchester,2013,Litchfield County,asian,323,266,0.029,0.024
3_towns,0900586440,Winchester,2013,Litchfield County,other_race,221,140,0.02,0.013
3_towns,0900586440,Winchester,2014,Litchfield County,total_pop,11089,45,NA,NA
3_towns,0900586440,Winchester,2014,Litchfield County,latino,974,512,0.088,0.046
3_towns,0900586440,Winchester,2014,Litchfield County,white,9446,573,0.852,0.052
3_towns,0900586440,Winchester,2014,Litchfield County,black,147,134,0.013,0.012
3_towns,0900586440,Winchester,2014,Litchfield County,asian,289,233,0.026,0.021
3_towns,0900586440,Winchester,2014,Litchfield County,other_race,233,156,0.021,0.014
3_towns,0900586440,Winchester,2015,Litchfield County,total_pop,11006,38,NA,NA
3_towns,0900586440,Winchester,2015,Litchfield County,latino,1092,570,0.099,0.052
3_towns,0900586440,Winchester,2015,Litchfield County,white,9206,582,0.836,0.053
3_towns,0900586440,Winchester,2015,Litchfield County,black,202,156,0.018,0.014
3_towns,0900586440,Winchester,2015,Litchfield County,asian,239,238,0.022,0.022
3_towns,0900586440,Winchester,2015,Litchfield County,other_race,267,160,0.024,0.015
3_towns,0900586440,Winchester,2016,Litchfield County,total_pop,10926,24,NA,NA
3_towns,0900586440,Winchester,2016,Litchfield County,latino,543,294,0.05,0.027
